"Date","Type","Rank","Seeking Alpha Symbol","Company Name","Quant","Seeking Alpha Rating","Wall Street Rating","Market Cap (Millions)","Dividend Yield","Valuation","Growth","Profitability","Momentum","EPS Revision"
"2026-03-01","top_communication","1","SPHR","Sphere Entertainment Co.","Rating: Strong Buy4.95","Rating: Hold3.00","","4.23B","","","","","",""
"2026-03-01","top_communication","2","ORANY","Orange S.A.","Rating: Strong Buy4.89","Rating: Hold3.00","","57.16B","","","","","",""
"2026-03-01","top_communication","3","TKC","Turkcell Iletisim Hizmetleri A.S.","Rating: Strong Buy4.84","Rating: Hold3.00","","5.74B","","","","","",""
"2026-03-01","top_communication","4","VIV","Telefônica Brasil S.A.","Rating: Strong Buy4.84","Rating: Buy4.00","","26.92B","","","","","",""
"2026-03-01","top_communication","5","SCMWY","Swisscom AG","Rating: Strong Buy4.81","-Rating: Not Covered","","48.62B","","","","","",""
"2026-03-01","top_communication","6","TLGPY","Telstra Group Limited","Rating: Strong Buy4.74","-Rating: Not Covered","","41.43B","","","","","",""
"2026-03-01","top_communication","7","TIGO","Millicom International Cellular S.A.","Rating: Strong Buy4.70","Rating: Buy3.66","","12.18B","","","","","",""
"2026-03-01","top_communication","8","SOHU","Sohu.com Limited","Rating: Strong Buy4.69","-Rating: Not Covered","","496.68M","","","","","",""
"2026-03-01","top_communication","9","AMX","América Móvil, S.A.B. de C.V.","Rating: Strong Buy4.67","Rating: Buy4.00","","78.30B","","","","","",""
"2026-03-01","top_communication","10","OMC","Omnicom Group Inc.","Rating: Strong Buy4.50","Rating: Buy4.00","","26.47B","","","","","",""
"2026-03-01","top_communication","11","KORE","KORE Group Holdings, Inc.","Rating: Buy4.49","-Rating: Not Covered","","157.31M","","","","","",""
"2026-03-01","top_communication","12","FWONA","Formula One Group","Rating: Buy4.45","Rating: Buy4.00","","22.72B","","","","","",""
"2026-03-01","top_communication","13","SBGI","Sinclair, Inc.","Rating: Buy4.33","Rating: Buy4.00","","1.17B","","","","","",""
"2026-03-01","top_communication","14","ATNI","ATN International, Inc.","Rating: Buy4.28","Rating: Buy4.00","","431.45M","","","","","",""
"2026-03-01","top_communication","15","CCO","Clear Channel Outdoor Holdings, Inc.","Rating: Buy4.26","Rating: Buy3.50","","1.20B","","","","","",""
"2026-03-01","top_communication","16","IMAX","IMAX Corporation","Rating: Buy4.20","Rating: Strong Buy4.50","","2.31B","","","","","",""
"2026-03-01","top_communication","17","IHS","IHS Holding Limited","Rating: Buy4.19","Rating: Strong Buy5.00","","2.68B","","","","","",""
"2026-03-01","top_communication","18","NXDR","Nextdoor Holdings, Inc.","Rating: Buy4.08","Rating: Buy4.00","","678.52M","","","","","",""
"2026-03-01","top_communication","19","UCL","uCloudlink Group Inc.","Rating: Buy3.99","-Rating: Not Covered","","63.22M","","","","","",""
"2026-03-01","top_communication","20","CHTR","Charter Communications, Inc.","Rating: Buy3.95","Rating: Strong Buy5.00","","33.35B","","","","","",""
"2026-03-01","top_communication","21","BILI","Bilibili Inc.","Rating: Buy3.95","Rating: Buy4.00","","11.57B","","","","","",""
"2026-03-01","top_communication","22","KYIV","Kyivstar Group Ltd.","Rating: Buy3.88","Rating: Buy4.00","","2.69B","","","","","",""
"2026-03-01","top_communication","23","IHRT","iHeartMedia, Inc.","Rating: Buy3.86","Rating: Hold3.00","","469.85M","","","","","",""
"2026-03-01","top_communication","24","LILA","Liberty Latin America Ltd.","Rating: Buy3.81","Rating: Buy4.00","","1.59B","","","","","",""
