Symbol,Company,Industry,Price,Dividend Yield(%),Price Movers: 1 Week(%),Price Movers: 4 Week(%),EPS F1 Est: 4 Week Change,EPS F2 Est: 4 Week Change,Last EPS Surprise,Market Cap (mil),P/E (F1),PEG,Projected Earnings Growth (1 Yr)(%),Projected Earnings Growth (3-5 Yrs)(%),Date Added,Value Score,Growth Score,Momentum Score,VGM Score,Price Movers: 1 Day(%),Price / Sales
"ASCCY","ASICS Corporation Unsponsored ADR","Leisure and Recreation Products","27.92","0.45%","-2.16%","-6.04%","8.74%","14.53%","NA","19,662.09","23.9","NA","20.43%","NA","Apr 01,2026","F","A","B","C","4.75%","3.62"
"ASMIY","ASM International","Semiconductor - Communications ","782.46","0.38%","-4.29%","-13.68%","3.86%","0.67%","19.29","37,009.48","37.9","NA","16.86%","NA","Apr 01,2026","F","F","B","F","5.32%","10.34"
"AEIS","Advanced Energy Industries","Semiconductor Equipment - Wafer Fabrication","334.83","0.12%","-9.45%","0.07%","1.44%","1.62%","9.6","12,214.03","38.8","2","29.80%","19.36%","Apr 01,2026","F","B","B","D","8.19%","6.79"
"AFRM","Affirm","Internet - Software","45.94","0.00%","2.30%","-4.20%","-1.16%","3.98%","32.14","15,263.13","41.61","1.7","633.33%","24.52%","Apr 01,2026","D","C","F","F","6.48%","4.11"
"AGX","Argan","Building Products - Miscellaneous","571.87","0.37%","22.44%","24.09%","12.33%","4.93%","74.37","7,595.67","47.63","NA","17.45%","NA","Apr 01,2026","F","A","A","C","5.97%","8.04"
"BATRK","Atlanta Braves Holdings, Inc.","Media Conglomerates","42.61","0.00%","0.83%","-2.09%","0.00%","0.00%","57.58","2,246.83","502.35","NA","800.00%","NA","Apr 01,2026","D","C","F","D","1.64%","3.07"
"BWXT","BWX Technologies","Aerospace - Defense Equipment","214.78","0.53%","-0.13%","-0.65%","1.15%","0.88%","18.68","18,733.72","45.25","3.6","12.72%","12.59%","Apr 01,2026","F","B","D","D","6.73%","5.86"
"BWAY","Brainsway","Medical - Products","13.66","0.00%","-1.56%","14.67%","12.19%","37.44%","133.33","532.04","43.34","NA","-13.89%","NA","Apr 01,2026","F","B","B","D","4.15%","10.19"
"EQX","Equinox Gold","Mining - Gold","15.13","0.41%","14.94%","-16.08%","0.00%","1.25%","-8.7","11,412.30","13.07","NA","270.00%","NA","Apr 01,2026","D","B","C","C","11.75%","4.75"
"ESCA","Escalade","Leisure and Recreation Products","18.24","3.49%","-5.09%","15.39%","10.53%","NA","NA","235.17","16.35","NA","6.06%","NA","Apr 01,2026","B","B","A","A","-1.94%",".98"
"FIGS","FIGS","Retail - Apparel and Shoes","14.99","0.00%","-3.15%","-12.86%","15.52%","-0.35%","400","2,457.39","66.13","NA","15.79%","NA","Apr 01,2026","F","A","B","C","2.57%","3.89"
"FLS","Flowserve","Manufacturing - General Industrial ","76.08","1.20%","-2.49%","-11.92%","0.00%","0.00%","18.09","9,354.91","17.89","1.63","12.91%","10.98%","Apr 01,2026","C","B","C","B","6.29%","1.98"
"FTV","Fortive","Electronics - Testing Equipment","55.95","0.43%","0.69%","-4.74%","0.64%","0.41%","8.43","17,018.46","18.74","2.98","8.86%","6.28%","Apr 01,2026","D","F","F","F","3.10%","3.67"
"GCT","GigaCloud Technology Inc.","Technology Services","46.99","0.00%","8.00%","6.53%","9.33%","15.81%","60","1,661.73","11.07","NA","14.21%","NA","Apr 01,2026","A","A","F","A","9.22%","1.29"
"GLBE","Globale Online","Internet - Commerce","31.63","0.00%","-2.68%","-10.94%","0.84%","0.46%","16.67","5,236.05","28.43","NA","179.49%","NA","Apr 01,2026","D","A","A","B","7.72%","5.44"
"IDR","Idaho Strategic Resources","Mining - Gold","34.50","0.00%","13.10%","-17.77%","68.35%","NA","210","507.70","24.15","NA","16.67%","NA","Apr 01,2026","F","B","A","C","11.76%","11.97"
"ISSC","Innovative Solutions and Support","Aerospace - Defense Equipment","22.09","0.00%","-24.85%","-26.60%","0.00%","0.00%","150","364.99","23.07","NA","7.23%","NA","Apr 01,2026","D","A","A","B","5.07%","4.05"
"DNUT","Krispy Kreme","Consumer Products - Staples","3.38","0.00%","0.00%","-3.97%","30.43%","50.00%","200","583.76","NA","NA","50.00%","NA","Apr 01,2026","C","A","C","A","0.30%",".38"
"MYRG","MYR Group","Electric Construction","294.93","0.00%","-0.64%","4.67%","7.97%","6.54%","34.68","4,387.27","31.43","NA","19.26%","NA","Apr 01,2026","D","A","B","B","5.70%","1.2"
"MGA","Magna International","Automotive - Original Equipment","56.56","3.55%","1.88%","-9.66%","1.60%","3.88%","20.44","15,525.81","8.18","NA","19.02%","NA","Apr 01,2026","A","A","F","A","4.45%",".37"
"MRX","Marex Group PLC","Financial - Miscellaneous Services","43.75","1.35%","18.72%","7.58%","10.88%","11.42%","10.78","3,251.55","9.11","NA","22.56%","NA","Apr 01,2026","B","C","A","A","2.48%","1.61"
"OPRX","OptimizeRx","Computer - Software","6.61","0.00%","-7.37%","-14.21%","12.64%","NA","121.74","117.83","6.41","NA","-6.67%","NA","Apr 01,2026","A","A","A","A","-2.79%","1.08"
"PR","Permian Resources Corporation","Oil and Gas - Exploration and Production - United States","20.62","3.00%","3.09%","15.93%","51.04%","31.01%","32.14","17,829.09","13.4","3.18","11.19%","4.22%","Apr 01,2026","C","D","A","C","-0.79%","3.52"
"PBR","Petroleo Brasileiro","Oil and Gas - Integrated - International","19.98","1.71%","5.06%","22.35%","41.50%","19.74%","26.32","133,720.59","6.23",".18","18.93%","33.78%","Apr 01,2026","A","D","A","B","-0.29%","1.5"
"IOT","Samsara Inc.","Internet - Software","31.81","0.00%","-1.25%","9.50%","17.91%","18.18%","38.46","18,402.90","46.8","1.06","21.43%","44.22%","Apr 01,2026","F","A","B","C","3.43%","11.37"
"CWYUF","SmartCentres Real Estate Investment Trust","REIT and Equity Trust - Retail","19.03","7.12%","-2.43%","-4.37%","0.00%","0.00%","0","3,393.54","11.75","NA","0.00%","NA","Apr 01,2026","D","F","B","F","-1.14%","5.76"
"TBLA","Taboola.com","Computers - IT Services","3.22","0.00%","1.31%","2.31%","0.00%","0.00%","44.44","767.43","5.17","NA","15.38%","NA","Apr 01,2026","A","A","F","A","2.99%",".4"
"VIST","Vista Energy, S.A.B. de C.V. - Sponsored ADR","Oil and Gas - Integrated - International","70.89","0.00%","5.17%","26.69%","88.81%","52.28%","-56.25","7,868.23","6.3",".72","261.93%","8.79%","Apr 01,2026","A","C","A","A","-1.41%","3.18"
"NCNO","nCino","Internet - Software","16.78","0.00%","3.88%","-10.99%","0.17%","0.82%","76.19","1,717.98","15.16","1.2","-7.48%","12.68%","Apr 01,2026","D","B","C","C","3.88%","2.89"
"ASTE","Astec Industries","Manufacturing - Construction and Mining","56.02","0.97%","0.07%","-13.03%","0.00%","0.00%","43.24","1,232.93","14.24","2.03","13.51%","7.00%","Mar 31,2026","C","C","F","C","4.56%",".87"
"BLFS","BioLife Solutions","Medical - Products","19.33","0.00%","-3.15%","-5.40%","9.68%","0.00%","300","921.56","168.35","NA","-15.38%","NA","Mar 31,2026","F","B","C","D","1.60%","9.02"
"BKD","Brookdale Senior Living","Medical - Nursing Homes","14.12","0.00%","-1.94%","-8.74%","0.00%","0.00%","-6.25","3,253.00","NA","NA","96.43%","34.09%","Mar 31,2026","C","B","C","B","2.09%","1.02"
"CPRX","Catalyst Pharmaceuticals","Medical - Drugs","24.94","0.00%","7.33%","3.51%","1.77%","1.77%","61.9","3,023.79","8.63",".69","5.51%","12.54%","Mar 31,2026","B","F","D","D","4.12%","5.13"
"CHRD","Chord Energy Corporation","Oil and Gas - Exploration and Production - United States","136.70","3.66%","3.79%","26.56%","186.72%","50.56%","9.4","8,059.63","11.82","NA","26.23%","NA","Mar 31,2026","B","F","A","C","-2.78%","1.65"
"COLM","Columbia Sportswear","Textile - Apparel","54.75","2.19%","-1.30%","-8.98%","0.00%","0.00%","41.8","2,869.39","15.84","NA","-6.23%","NA","Mar 31,2026","A","B","B","A","3.67%",".84"
"FIX","Comfort Systems USA","Building Products - Air Conditioner and Heating","1,446.69","0.20%","-5.65%","-0.87%","-1.13%","-4.64%","38.4","48,505.93","37.68","NA","26.73%","NA","Mar 31,2026","F","A","D","D","8.31%","5.33"
"DXPE","DXP Enterprises","Manufacturing - General Industrial ","144.08","0.00%","-0.56%","-0.53%","17.20%","29.09%","52.75","2,168.92","22.54","NA","14.39%","NA","Mar 31,2026","C","C","B","B","2.94%","1.08"
"DNN","Denison Mine Corp","Mining - Miscellaneous","3.72","0.00%","0.57%","-11.75%","12.50%","13.33%","0","3,189.99","NA","NA","0.00%","NA","Mar 31,2026","F","F","A","F","6.97%","907.28"
"EQT","EQT","Oil and Gas - Exploration and Production - United States","61.91","1.04%","-2.59%","3.29%","6.08%","5.13%","23.29","39,766.61","14.17","1.21","47.21%","11.69%","Mar 31,2026","C","D","B","D","-1.24%","4.6"
"EFXT","Enerflex Ltd.","Alternative Energy - Other","20.20","0.60%","-2.01%","-5.89%","1.79%","5.62%","-3.23","2,548.09","14.73","NA","20.34%","NA","Mar 31,2026","B","A","B","A","1.80%",".99"
"FUTU","Futu Holdings","Financial - Miscellaneous Services","142.44","0.00%","-2.52%","-5.49%","7.53%","8.27%","NA","19,028.80","11.44",".78","15.91%","14.62%","Mar 31,2026","D","D","A","D","4.10%","6.49"
"GEV","GE Vernova Inc.","Alternative Energy - Other","906.01","0.23%","-4.01%","3.67%","1.58%","2.17%","318.44","235,272.30","61.54","3.42","-19.84%","18.00%","Mar 31,2026","F","B","B","D","6.80%","6.18"
"HLNE","Hamilton Lane","Financial - Investment Management","99.36","2.17%","-0.15%","-7.42%","0.00%","0.00%","21.09","5,544.05","15.78","NA","25.00%","NA","Mar 31,2026","D","C","D","F","1.54%","7.26"
"HSY","Hershey","Food - Confectionery","204.44","2.79%","-3.40%","-11.22%","0.61%","0.64%","22.14","42,137.43","25.33","1.33","30.11%","19.05%","Mar 31,2026","D","C","C","D","-2.65%","3.6"
"HPP","Hudson Pacific Properties","REIT and Equity Trust - Other","5.74","0.00%","3.32%","-20.88%","2.13%","1.59%","5","320.57","6.17",".64","-15.04%","9.66%","Mar 31,2026","A","F","F","F","-1.01%",".39"
"IMO","Imperial Oil","Oil and Gas - Integrated - Canadian","128.39","1.95%","1.27%","9.65%","24.58%","11.81%","3.68","63,263.60","20.2","NA","6.23%","NA","Mar 31,2026","C","D","A","B","0.91%","1.88"
"JOUT","Johnson Outdoors","Leisure and Recreation Products","47.53","2.84%","-1.50%","-3.41%","0.00%","0.00%","26.67","484.13","40.44","2.89","238.55%","14.00%","Mar 31,2026","D","D","C","D","0.13%",".77"
"JLL","Jones Lang LaSalle","Real Estate - Operations","307.81","0.00%","2.72%","-1.77%","2.39%","2.18%","20.14","14,257.84","13.98","NA","15.74%","NA","Mar 31,2026","A","A","D","A","2.46%",".55"
