Date,Type,Rank,Symbol,Company Name,Quant,SA Analyst Ratings,Wall Street Ratings,Market Cap,Div Yield,Valuation,Growth,Profitability,Momentum,EPS Rev.
2024-05-01,top_rated_overall,1,FNMA,Federal National Mortgage Association,RATING: STRONG BUY4.98,RATING: BUY4.00,RATING: BUY4.00,8.44B,-,A,B+,A+,A+,B-
2024-05-01,top_rated_overall,2,NLCP,"NewLake Capital Partners, Inc.",RATING: STRONG BUY4.96,RATING: BUY4.25,RATING: STRONG BUY5.00,397.83M,8.35%,A-,B+,A+,A+,A+
2024-05-01,top_rated_overall,3,RYCEY,Rolls-Royce Holdings plc,RATING: STRONG BUY4.96,RATING: BUY3.50,RATING: BUY4.33,43.18B,-,B-,A-,A+,A+,A
2024-05-01,top_rated_overall,4,GAU,Galiano Gold Inc.,RATING: STRONG BUY4.96,RATING: BUY4.00,RATING: BUY3.75,408.76M,-,A,A+,B-,A+,B
2024-05-01,top_rated_overall,5,CLS,Celestica Inc.,RATING: STRONG BUY4.96,RATING: BUY4.16,RATING: BUY4.00,5.14B,-,B+,B,B,A+,A+
2024-05-01,top_rated_overall,6,SKYW,"SkyWest, Inc.",RATING: STRONG BUY4.96,RATING: STRONG BUY4.50,RATING: BUY4.25,2.94B,-,A+,A+,B-,A+,A
2024-05-01,top_rated_overall,7,DESP,"Despegar.com, Corp.",RATING: STRONG BUY4.95,RATING: BUY4.00,RATING: BUY4.33,812.45M,-,B,A,A,A+,A+
2024-05-01,top_rated_overall,8,MFC,Manulife Financial Corporation,RATING: STRONG BUY4.93,RATING: BUY3.50,RATING: BUY3.73,42.01B,4.73%,B,B-,A+,B+,A-
2024-05-01,top_rated_overall,9,ROIV,Roivant Sciences Ltd.,RATING: STRONG BUY4.91,RATING: BUY4.00,RATING: STRONG BUY4.50,8.78B,-,A+,A,A+,B,A-
2024-05-01,top_rated_overall,10,UAL,"United Airlines Holdings, Inc.",RATING: STRONG BUY4.90,RATING: BUY4.20,RATING: BUY4.28,16.92B,-,A+,A,A+,B+,A-
